id,title,speaker,topics,transcript
937,The power of introverts,Susan Cain,"['business', 'culture']"," Rowdie, rowdie, let's get rowdie"" (Laughter) Yeah So I couldn't figure out for the life of me why we were supposed to be so rowdy, or why we had to spell this word incorrectly (Laughter) But I recited a cheer I recited a cheer along with everybody else I did my best And I just waited for the time that I could go off and read my books"
938,The power of introverts,Susan Cain,"['business', 'culture']"," And then the second time I tried it, the counselor came up to me with a concerned expression on her face and she repeated the point about camp spirit and said we should all work very hard to be outgoing And so I put my books away, back in their suitcase, and I put them under my bed, and there they stayed for the rest of the summer And I felt kind of guilty about this"
939,The power of introverts,Susan Cain,"['business', 'culture']"," But I did forsake them and I didn't open that suitcase again until I was back home with my family at the end of the summer Now, I tell you this story about summer camp I could have told you 50 others just like it — all the times that I got the message that somehow my quiet and introverted style of being was not necessarily the right way to go, that I should be trying to pass as more of an extrovert"
940,The power of introverts,Susan Cain,"['business', 'culture']"," But for years I denied this intuition, and so I became a Wall Street lawyer, of all things, instead of the writer that I had always longed to be — partly because I needed to prove to myself that I could be bold and assertive too And I was always going off to crowded bars when I really would have preferred to just have a nice dinner with friends"
941,The power of introverts,Susan Cain,"['business', 'culture']"," Now this is what many introverts do, and it's our loss for sure, but it is also our colleagues' loss and our communities' loss And at the risk of sounding grandiose, it is the world's loss Because when it comes to creativity and to leadership, we need introverts doing what they do best A third to a half of the population are introverts — a third to a half So that's one out of every two or three people you know"
942,The power of introverts,Susan Cain,"['business', 'culture']"," We all internalize it from a very early age without even having a language for what we're doing Now, to see the bias clearly, you need to understand what introversion is It's different from being shy Shyness is about fear of social judgment Introversion is more about, how do you respond to stimulation, including social stimulation"
943,The power of introverts,Susan Cain,"['business', 'culture']"," Not all the time — these things aren't absolute — but a lot of the time So the key then to maximizing our talents is for us all to put ourselves in the zone of stimulation that is right for us But now here's where the bias comes in Our most important institutions, our schools and our workplaces, they are designed mostly for extroverts and for extroverts' need for lots of stimulation"
944,The power of introverts,Susan Cain,"['business', 'culture']"," So if you picture the typical classroom nowadays: When I was going to school, we sat in rows We sat in rows of desks like this, and we did most of our work pretty autonomously But nowadays, your typical classroom has pods of desks — four or five or six or seven kids all facing each other And kids are working in countless group assignments"
945,The power of introverts,Susan Cain,"['business', 'culture']"," And for the kids who prefer to go off by themselves or just to work alone, those kids are seen as outliers often or, worse, as problem cases And the vast majority of teachers reports believing that the ideal student is an extrovert as opposed to an introvert, even though introverts actually get better grades and are more knowledgeable, according to research (Laughter) Okay, same thing is true in our workplaces"
946,The power of introverts,Susan Cain,"['business', 'culture']"," And when it comes to leadership, introverts are routinely passed over for leadership positions, even though introverts tend to be very careful, much less likely to take outsize risks — which is something we might all favor nowadays"
947,The power of introverts,Susan Cain,"['business', 'culture']"," Now in fact, some of our transformative leaders in history have been introverts I'll give you some examples Eleanor Roosevelt, Rosa Parks, Gandhi — all these people described themselves as quiet and soft-spoken and even shy And they all took the spotlight, even though every bone in their bodies was telling them not to"
948,The power of introverts,Susan Cain,"['business', 'culture']"," Now I think at this point it's important for me to say that I actually love extroverts I always like to say some of my best friends are extroverts, including my beloved husband And we all fall at different points, of course, along the introvert/extrovert spectrum Even Carl Jung, the psychologist who first popularized these terms, said that there's no such thing as a pure introvert or a pure extrovert"
949,The power of introverts,Susan Cain,"['business', 'culture']"," And some people fall smack in the middle of the introvert/extrovert spectrum, and we call these people ambiverts And I often think that they have the best of all worlds But many of us do recognize ourselves as one type or the other And what I'm saying is that culturally, we need a much better balance We need more of a yin and yang between these two types"
950,The power of introverts,Susan Cain,"['business', 'culture']"," And this is because solitude is a crucial ingredient often to creativity So Darwin, he took long walks alone in the woods and emphatically turned down dinner-party invitations Theodor Geisel, better known as Dr Seuss, he dreamed up many of his amazing creations in a lonely bell tower office that he had in the back of his house in La Jolla, California"
951,The power of introverts,Susan Cain,"['business', 'culture']", Steve Wozniak invented the first Apple computer sitting alone in his cubicle in Hewlett-Packard where he was working at the time And he says that he never would have become such an expert in the first place had he not been too introverted to leave the house when he was growing up
952,The power of introverts,Susan Cain,"['business', 'culture']"," And in fact, we have known for centuries about the transcendent power of solitude It's only recently that we've strangely begun to forget it If you look at most of the world's major religions, you will find seekers — Moses, Jesus, Buddha, Muhammad — seekers who are going off by themselves alone to the wilderness, where they then have profound epiphanies and revelations that they then bring back to the rest of the community"
953,The power of introverts,Susan Cain,"['business', 'culture']"," This is no surprise, though, if you look at the insights of contemporary psychology It turns out that we can't even be in a group of people without instinctively mirroring, mimicking their opinions Even about seemingly personal and visceral things like who you're attracted to, you will start aping the beliefs of the people around you without even realizing that that's what you're doing"
954,The power of introverts,Susan Cain,"['business', 'culture']"," So — (Laughter) You might be following the person with the best ideas, but you might not And do you really want to leave it up to chance? Much better for everybody to go off by themselves, generate their own ideas freed from the distortions of group dynamics, and then come together as a team to talk them through in a well-managed environment and take it from there"
955,The power of introverts,Susan Cain,"['business', 'culture']"," Western societies, and in particular the US, have always favored the man of action over the ""man"" of contemplation But in America's early days, we lived in what historians call a culture of character, where we still, at that point, valued people for their inner selves and their moral rectitude And if you look at the self-help books from this era, they all had titles with things like ""Character, the Grandest Thing in the World"
956,The power of introverts,Susan Cain,"['business', 'culture']"," Ralph Waldo Emerson called him ""A man who does not offend by superiority"" But then we hit the 20th century, and we entered a new culture that historians call the culture of personality What happened is we had evolved an agricultural economy to a world of big business And so suddenly people are moving from small towns to the cities"
957,The power of introverts,Susan Cain,"['business', 'culture']"," So, quite understandably, qualities like magnetism and charisma suddenly come to seem really important And sure enough, the self-help books change to meet these new needs and they start to have names like ""How to Win Friends and Influence People"" And they feature as their role models really great salesmen So that's the world we're living in today That's our cultural inheritance"
958,The power of introverts,Susan Cain,"['business', 'culture']", The same religions who send their sages off to lonely mountain tops also teach us love and trust And the problems that we are facing today in fields like science and in economics are so vast and so complex that we are going to need armies of people coming together to solve them working together
959,The power of introverts,Susan Cain,"['business', 'culture']"," So now I'd like to share with you what's in my suitcase today Guess what? Books I have a suitcase full of books Here's Margaret Atwood, ""Cat's Eye"" Here's a novel by Milan Kundera And here's ""The Guide for the Perplexed"" by Maimonides But these are not exactly my books I brought these books with me because they were written by my grandfather's favorite authors"
960,The power of introverts,Susan Cain,"['business', 'culture']"," I mean literally every table, every chair in this apartment had yielded its original function to now serve as a surface for swaying stacks of books Just like the rest of my family, my grandfather's favorite thing to do in the whole world was to read But he also loved his congregation, and you could feel this love in the sermons that he gave every week for the 62 years that he was a rabbi"
961,The power of introverts,Susan Cain,"['business', 'culture']"," And people would come from all over to hear him speak But here's the thing about my grandfather Underneath this ceremonial role, he was really modest and really introverted — so much so that when he delivered these sermons, he had trouble making eye contact with the very same congregation that he had been speaking to for 62 years"
962,The power of introverts,Susan Cain,"['business', 'culture']"," But when he died at the age of 94, the police had to close down the streets of his neighborhood to accommodate the crowd of people who came out to mourn him And so these days I try to learn from my grandfather's example in my own way So I just published a book about introversion, and it took me about seven years to write And for me, that seven years was like total bliss, because I was reading, I was writing, I was thinking, I was researching"
963,The power of introverts,Susan Cain,"['business', 'culture']"," But now all of a sudden my job is very different, and my job is to be out here talking about it, talking about introversion (Laughter) And that's a lot harder for me, because as honored as I am to be here with all of you right now, this is not my natural milieu So I prepared for moments like these as best I could I spent the last year practicing public speaking every chance I could get And I call this my ""year of speaking dangerously"
964,The power of introverts,Susan Cain,"['business', 'culture']"," But I'll tell you, what helps even more is my sense, my belief, my hope that when it comes to our attitudes to introversion and to quiet and to solitude, we truly are poised on the brink on dramatic change I mean, we are And so I am going to leave you now with three calls for action for those who share this vision Number one: Stop the madness for constant group work Just stop it (Laughter) Thank you"
965,The power of introverts,Susan Cain,"['business', 'culture']"," That is great It's great for introverts and it's great for extroverts But we need much more privacy and much more freedom and much more autonomy at work School, same thing We need to be teaching kids to work together, for sure, but we also need to be teaching them how to work on their own This is especially important for extroverted children too They need to work on their own because that is where deep thought comes from in part"
966,The power of introverts,Susan Cain,"['business', 'culture']"," Be like Buddha, have your own revelations I'm not saying that we all have to now go off and build our own cabins in the woods and never talk to each other again, but I am saying that we could all stand to unplug and get inside our own heads a little more often Number three: Take a good look at what's inside your own suitcase and why you put it there So extroverts, maybe your suitcases are also full of books"
967,The power of introverts,Susan Cain,"['business', 'culture']"," Whatever it is, I hope you take these things out every chance you get and grace us with your energy and your joy But introverts, you being you, you probably have the impulse to guard very carefully what's inside your own suitcase And that's okay But occasionally, just occasionally, I hope you will open up your suitcases for other people to see, because the world needs you and it needs the things you carry"
968,Questions no one knows the answers to,Chris Anderson,['science'],"On a typical day at school, endless hours are spent learning the answers to questions, but right now, we'll do the opposite We're going to focus on questions where you can't learn the answers because they're unknown"
969,Questions no one knows the answers to,Chris Anderson,['science']," Someone must know, right? Guess what? No one knows Most of those questions puzzle me more now than ever But diving into them is exciting because it takes you to the edge of knowledge, and you never know what you'll find there So, two questions that no one on Earth knows the answer to"
970,Questions no one knows the answers to,Chris Anderson,['science']," And then I remember that there's an object we see every day that would literally fit one million Earths inside it: the Sun It seems impossibly big But in the great scheme of things, it's a pinprick, one of about 400 billion stars in the Milky Way galaxy, which you can see on a clear night as a pale white mist stretched across the sky And it gets worse There are maybe 100 billion galaxies detectable by our telescopes"
971,Questions no one knows the answers to,Chris Anderson,['science']," And the entire Earth doesn't have enough beaches to represent the stars in the overall universe Such a beach would continue for literally hundreds of millions of miles Holy Stephen Hawking, that is a lot of stars But he and other physicists now believe in a reality that is unimaginably bigger still I mean, first of all, the 100 billion galaxies within range of our telescopes are probably a minuscule fraction of the total"
972,Questions no one knows the answers to,Chris Anderson,['science']," The vast majority of the galaxies are separating from us so fast that light from them may never reach us Still, our physical reality here on Earth is intimately connected to those distant, invisible galaxies We can think of them as part of our universe They make up a single, giant edifice obeying the same physical laws and all made from the same types of atoms, electrons, protons, quarks, neutrinos, that make up you and me"
973,Questions no one knows the answers to,Chris Anderson,['science']," Most of these universes could never support life, and might flash in and out of existence in a nanosecond But nonetheless, combined, they make up a vast multiverse of possible universes in up to 11 dimensions, featuring wonders beyond our wildest imagination The leading version of string theory predicts a multiverse made up of 10 to the 500 universes"
974,Questions no one knows the answers to,Chris Anderson,['science'], (Laughter) But even that number is minuscule compared to another number: infinity Some physicists think the space-time continuum is literally infinite and that it contains an infinite number of so-called pocket universes with varying properties How's your brain doing? Quantum theory adds a whole new wrinkle
975,Questions no one knows the answers to,Chris Anderson,['science']," In one such universe, you'd graduate with honors and marry the person of your dreams, and in another, not so much Well, there are still some scientists who would say, hogwash The only meaningful answer to the question of how many universes there are is one Only one universe And a few philosophers and mystics might argue that even our own universe is an illusion So, as you can see, right now there is no agreement on this question, not even close"
976,Questions no one knows the answers to,Chris Anderson,['science']," Well, I guess we know one other thing This is a pretty cool time to be studying physics We just might be undergoing the biggest paradigm shift in knowledge that humanity has ever seen (Music) [Why can't we see evidence of alien life?] Somewhere out there in that vast universe there must surely be countless other planets teeming with life"
977,Questions no one knows the answers to,Chris Anderson,['science']," But that leaves a real riddle In the past year, the Kepler space observatory has found hundreds of planets just around nearby stars And if you extrapolate that data, it looks like there could be half a trillion planets just in our own galaxy If any one in 10,000 has conditions that might support a form of life, that's still 50 million possible life-harboring planets right here in the Milky Way"
978,Questions no one knows the answers to,Chris Anderson,['science']," Countless other planets in our galaxy should have formed earlier, and given life a chance to get underway billions, or certainly many millions of years earlier than happened on Earth If just a few of them had spawned intelligent life and started creating technologies, those technologies would have had millions of years to grow in complexity and power On Earth, we've seen how dramatically technology can accelerate in just 100 years"
979,Questions no one knows the answers to,Chris Anderson,['science']," At the very least, you'd think they'd be revealing their presence, deliberately or otherwise, through electromagnetic signals of one kind or another And yet we see no convincing evidence of any of it Why? Well, there are numerous possible answers, some of them quite dark Maybe a single, superintelligent civilization has indeed taken over the galaxy and has imposed strict radio silence because it's paranoid of any potential competitors"
980,Questions no one knows the answers to,Chris Anderson,['science']," Or maybe they're not that intelligent, or perhaps the evolution of an intelligence capable of creating sophisticated technology is far rarer than we've assumed After all, it's only happened once on Earth in four billion years Maybe even that was incredibly lucky Maybe we are the first such civilization in our galaxy"
981,Questions no one knows the answers to,Chris Anderson,['science']," But there are numerous more hopeful answers For a start, we're not looking that hard, and we're spending a pitiful amount of money on it Only a tiny fraction of the stars in our galaxy have really been looked at closely for signs of interesting signals And perhaps we're not looking the right way Maybe as civilizations develop, they quickly discover communication technologies far more sophisticated and useful than electromagnetic waves"
982,Questions no one knows the answers to,Chris Anderson,['science']," Or, maybe we're looking at the wrong scale Perhaps intelligent civilizations come to realize that life is ultimately just complex patterns of information interacting with each other in a beautiful way, and that that can happen more efficiently at a small scale"
983,Questions no one knows the answers to,Chris Anderson,['science']," So the Solar System might be teeming with aliens, and we're just not noticing them Maybe the very ideas in our heads are a form of alien life Well, okay, that's a crazy thought The aliens made me say it But it is cool that ideas do seem to have a life all of their own and that they outlive their creators Maybe biological life is just a passing phase"
984,Questions no one knows the answers to,Chris Anderson,['science']," And meanwhile, SETI, the Search for Extraterrestrial Intelligence, is now releasing its data to the public so that millions of citizen scientists, maybe including you, can bring the power of the crowd to join the search And here on Earth, amazing experiments are being done to try to create life from scratch, life that might be very different from the DNA forms we know"
985,Questions no one knows the answers to,Chris Anderson,['science']," Either answer, in its own way, is awe-inspiring, because even if we are alone, the fact that we think and dream and ask these questions might yet turn out to be one of the most important facts about the universe And I have one more piece of good news for you The quest for knowledge and understanding never gets dull It doesn't It's actually the opposite The more you know, the more amazing the world seems"
986,Listening to shame,Brené Brown,['culture'],"I'm going to tell you a little bit about my TEDxHouston Talk I woke up the morning after I gave that talk with the worst vulnerability hangover of my life And I actually didn't leave my house for about three days The first time I left was to meet a friend for lunch And when I walked in, she was already at the table I sat down, and she said, ""God, you look like hell"" I said, ""Thanks I feel really — I'm not functioning"
987,Listening to shame,Brené Brown,['culture']," And that when being vulnerable emerged from my data, as absolutely essential to whole-hearted living, I told these 500 people that I had a breakdown I had a slide that said 'Breakdown' At what point did I think that was a good idea?"" (Laughter) And she said, ""I saw your talk live-streamed It was not really you It was a little different than what you usually do But it was great"" And I said, ""This can't happen"
988,Listening to shame,Brené Brown,['culture']," And we're going to be talking about 600, 700 people"" (Laughter) And she said, ""Well, I think it's too late"" And I said, ""Let me ask you something"" And she said, ""Yeah"" I said, ""Do you remember when we were in college, really wild and kind of dumb?"" She said, ""Yeah"
989,Listening to shame,Brené Brown,['culture']," no"" (Laughter) Of course, the only thing I could say at that point was, ""Yeah, me neither Yeah — me neither"" And I'm thinking to myself, ""Brené, what are you doing? Why did you bring this up? Have you lost your mind? Your sisters would be perfect for this"
990,Listening to shame,Brené Brown,['culture'],""" (Laughter) She said, ""You're like the worst vulnerability role model ever"" (Laughter) Then I looked at her and I said something that at the time felt a little dramatic, but ended up being more prophetic than dramatic ""If 500 turns into 1,000 or 2,000, my life is over"" (Laughter) I had no contingency plan for four million (Laughter) And my life did end when that happened"
991,Listening to shame,Brené Brown,['culture'], But I want to talk about what I've learned There's two things that I've learned in the last year The first is: vulnerability is not weakness And that myth is profoundly dangerous
992,Listening to shame,Brené Brown,['culture'],""" How many of you think of vulnerability and weakness synonymously? The majority of people Now let me ask you this question: This past week at TED, how many of you, when you saw vulnerability up here, thought it was pure courage? Vulnerability is not weakness I define vulnerability as emotional risk, exposure, uncertainty It fuels our daily lives"
993,Listening to shame,Brené Brown,['culture']," One of the weird things that's happened is, after the TED explosion, I got a lot of offers to speak all over the country — everyone from schools and parent meetings to Fortune 500 companies And so many of the calls went like this, ""Dr Brown, we loved your TED talk We'd like you to come in and speak We'd appreciate it if you wouldn't mention vulnerability or shame"" (Laughter) What would you like for me to talk about? There's three big answers"
994,Listening to shame,Brené Brown,['culture']," (Laughter) So let me go on the record and say, vulnerability is the birthplace of innovation, creativity and change (Applause) To create is to make something that has never existed before There's nothing more vulnerable than that Adaptability to change is all about vulnerability"
995,Listening to shame,Brené Brown,['culture']," And I'm going to be really honest with you When I became a ""vulnerability researcher"" and that became the focus because of the TED talk — and I'm not kidding I'll give you an example About three months ago, I was in a sporting goods store buying goggles and shin guards and all the things that parents buy at the sporting goods store"
996,Listening to shame,Brené Brown,['culture']," Our family motto is ""Lock and load"" I am not a natural vulnerability researcher So I'm like, just keep walking, she's on my six (Laughter) And then I hear, ""Vulnerability TED!"" I turn around, I go, ""Hi"" She's right here and she said, ""You're the shame researcher who had the breakdown"" (Laughter) At this point, parents are, like, pulling their children close (Laughter) ""Look away"
997,Listening to shame,Brené Brown,['culture'],""" (Laughter) (Applause) And she looks back and does this, ""I know"" (Laughter) And she said, ""We watched your TED talk in my book club Then we read your book and we renamed ourselves 'The Breakdown Babes'"" (Laughter) And she said, ""Our tagline is: 'We're falling apart and it feels fantastic'"" (Laughter) You can only imagine what it's like for me in a faculty meeting"
998,Listening to shame,Brené Brown,['culture']," And I thought, thank God, because shame is this horrible topic, no one wants to talk about it It's the best way to shut people down on an airplane ""What do you do?"" ""I study shame"" ""Oh"" (Laughter) And I see you (Laughter) But in surviving this last year, I was reminded of a cardinal rule — not a research rule, but a moral imperative from my upbringing — ""you've got to dance with the one who brung ya"""
999,Listening to shame,Brené Brown,['culture'], I learned about these things from studying shame And so I want to walk you in to shame Jungian analysts call shame the swampland of the soul And we're going to walk in And the purpose is not to walk in and construct a home and live there It is to put on some galoshes — and walk through and find our way around Here's why
1000,Listening to shame,Brené Brown,['culture']," Yes? Cannot have that conversation without shame Because you cannot talk about race without talking about privilege And when people start talking about privilege, they get paralyzed by shame We heard a brilliant simple solution to not killing people in surgery, which is, have a checklist"
1001,Listening to shame,Brené Brown,['culture']," And all-powerful folks don't need checklists And I had to write down the name of this TED Fellow so I didn't mess it up here Myshkin Ingawale, I hope I did right by you (Applause) I saw the TED Fellows my first day here And he got up and he explained how he was driven to create some technology to help test for anemia, because people were dying unnecessarily And he said, ""I saw this need So you know what I did? I made it"
1002,Listening to shame,Brené Brown,['culture']," (Laughter) And then I made it 32 more times, and then it worked"" You know what the big secret about TED is? I can't wait to tell people this I guess I'm doing it right now (Laughter) This is like the failure conference (Laughter) No, it is (Applause) You know why this place is amazing? Because very few people here are afraid to fail And no one who gets on the stage, so far that I've seen, has not failed I've failed miserably, many times"
1003,Listening to shame,Brené Brown,['culture']," There's a great quote that saved me this past year by Theodore Roosevelt A lot of people refer to it as the ""Man in the Arena"" quote And it goes like this: ""It is not the critic who counts It is not the man who sits and points out how the doer of deeds could have done things better and how he falls and stumbles The credit goes to the man in the arena whose face is marred with dust and blood and sweat"
1004,Listening to shame,Brené Brown,['culture'],""" And that's what this conference, to me, is about Life is about daring greatly, about being in the arena When you walk up to that arena and you put your hand on the door, and you think, ""I'm going in and I'm going to try this,"" shame is the gremlin who says, ""Uh, uh You're not good enough You never finished that MBA Your wife left you I know your dad really wasn't in Luxembourg, he was in Sing Sing"
1005,Listening to shame,Brené Brown,['culture']," I know you don't think that you're pretty, smart, talented or powerful enough I know your dad never paid attention, even when you made CFO"" Shame is that thing And if we can quiet it down and walk in and say, ""I'm going to do this,"" we look up and the critic that we see pointing and laughing, 99 percent of the time is who? Us"
1006,Listening to shame,Brené Brown,['culture']," Shame is a focus on self, guilt is a focus on behavior Shame is ""I am bad"" Guilt is ""I did something bad"" How many of you, if you did something that was hurtful to me, would be willing to say, ""I'm sorry I made a mistake?"" How many of you would be willing to say that? Guilt: I'm sorry I made a mistake Shame: I'm sorry I am a mistake There's a huge difference between shame and guilt And here's what you need to know"
1007,Listening to shame,Brené Brown,['culture']," And here's what you even need to know more Guilt, inversely correlated with those things The ability to hold something we've done or failed to do up against who we want to be is incredibly adaptive It's uncomfortable, but it's adaptive The other thing you need to know about shame is it's absolutely organized by gender If shame washes over me and washes over Chris, it's going to feel the same Everyone sitting in here knows the warm wash of shame"
1008,Listening to shame,Brené Brown,['culture']," Which means, yes, I have a little shame; no, I'm a sociopath So I would opt for, yes, you have a little shame Shame feels the same for men and women, but it's organized by gender For women, the best example I can give you is Enjoli, the commercial ""I can put the wash on the line, pack the lunches, hand out the kisses and be at work at five to nine I can bring home the bacon, fry it up in the pan and never let you forget you're a man"
1009,Listening to shame,Brené Brown,['culture']," I don't know how much perfume that commercial sold, but I guarantee you, it moved a lot of antidepressants and anti-anxiety meds (Laughter) Shame, for women, is this web of unobtainable, conflicting, competing expectations about who we're supposed to be And it's a straight-jacket For men, shame is not a bunch of competing, conflicting expectations Shame is one, do not be perceived as what? Weak"
1010,Listening to shame,Brené Brown,['culture']," It wasn't until a man looked at me after a book signing, and said, ""I love what say about shame, I'm curious why you didn't mention men"" And I said, ""I don't study men"" And he said, ""That's convenient"" (Laughter) And I said, ""Why?"" And he said, ""Because you say to reach out, tell our story, be vulnerable But you see those books you just signed for my wife and my three daughters?"" I said, ""Yeah"
1011,Listening to shame,Brené Brown,['culture']," When we reach out and be vulnerable, we get the shit beat out of us And don't tell me it's from the guys and the coaches and the dads Because the women in my life are harder on me than anyone else"" So I started interviewing men and asking questions And what I learned is this: You show me a woman who can actually sit with a man in real vulnerability and fear, I'll show you a woman who's done incredible work"
1012,Listening to shame,Brené Brown,['culture']," Shame is an epidemic in our culture And to get out from underneath it — to find our way back to each other, we have to understand how it affects us and how it affects the way we're parenting, the way we're working, the way we're looking at each other Very quickly, some research by Mahalik at Boston College"
1013,Listening to shame,Brené Brown,['culture']," (Laughter) When he asked about men, what do men in this country need to do to conform with male norms, the answers were: always show emotional control, work is first, pursue status and violence If we're going to find our way back to each other, we have to understand and know empathy, because empathy's the antidote to shame If you put shame in a Petri dish, it needs three things to grow exponentially: secrecy, silence and judgment"
1014,Listening to shame,Brené Brown,['culture']," The two most powerful words when we're in struggle: me too And so I'll leave you with this thought If we're going to find our way back to each other, vulnerability is going to be that path And I know it's seductive to stand outside the arena, because I think I did it my whole life, and think to myself, I'm going to go in there and kick some ass when I'm bulletproof and when I'm perfect And that is seductive But the truth is, that never happens"
1015,Beats that defy boxes,Reggie Watts,['entertainment'],"(Non English) (French) Mais Des fois on peut voir parce Que Les gens ici faire Des choses on peut manger (French) Mais quand tu es fâché avec quelqu'un c'est pas passé the first time (British English) And that's one of the things that I enjoy most about this convention It's not so much, as so little has to do with what everything is (Laughter) But it is within our self-interest to understand the topography of our lives unto ourselves"
1016,Beats that defy boxes,Reggie Watts,['entertainment']," (Laughter) Common knowledge, but important nonetheless (Laughter) As we face fear in these times, and fear is all around us, we also have anti-fear It's hard to imagine or measure The background radiation is simply too static to be able to be seen under the normal spectral analysis"
1017,Beats that defy boxes,Reggie Watts,['entertainment']," Like so I wrote a song, and I hope you guys dig it It's a song about people and sasquatches — (Laughter) And other French science stuff That's French science Okay, here we go"
1018,Beats that defy boxes,Reggie Watts,['entertainment']," (Applause) And the computer models, no matter how many that you have and how many people that you use, are never going to be able to arrive at the same conclusions Four years ago I worked with a few people at the Brookings Institute, and I arrived at a conclusion (Laughter) Tomorrow is another day (Laughter) Not just any day, but it is a day It will get here, there's no question"
1019,Beats that defy boxes,Reggie Watts,['entertainment']," It's believable, it's tactile You can reach out — things are solid You can move objects from one area to another You can feel your body You can say, ""I'd like to go over to this location,"" and you can move this mass of molecules through the air over to another location, at will (Laughter) That's something you live inside of every day"
1020,Beats that defy boxes,Reggie Watts,['entertainment']," (Laughter) So, as I say before the last piece, feel not as though it is a sphere we live on, rather an infinite plane which has the illusion of leading yourself back to the point of origin (Laughter) Once we understand that all the spheres in the sky are just large infinite planes, it will be plain to see (Laughter) (Audience) (Laughter) This is my final piece"
1021,Strange answers to the psychopath test,Jon Ronson,['culture'],"The story starts: I was at a friend's house, and she had on her shelf a copy of the DSM manual, which is the manual of mental disorders It lists every known mental disorder And it used to be, back in the '50s, a very slim pamphlet And then it got bigger and bigger and bigger, and now it's 886 pages long And it lists currently 374 mental disorders So I was leafing through it, wondering if I had any mental disorders, and it turns out I've got 12"
1022,Strange answers to the psychopath test,Jon Ronson,['culture']," I've got nightmare disorder, which is categorized if you have recurrent dreams of being pursued or declared a failure, and all my dreams involve people chasing me down the street going, ""You're a failure!"" (Laughter) I've got parent-child relational problems, which I blame my parents for (Laughter) I'm kidding I'm not kidding I'm kidding And I've got malingering"
1023,Strange answers to the psychopath test,Jon Ronson,['culture']," Anyway, I was looking through this book, wondering if I was much crazier than I thought I was, or maybe it's not a good idea to diagnose yourself with a mental disorder if you're not a trained professional, or maybe the psychiatry profession has a kind of strange desire to label what's essentially normal human behavior as a mental disorder"
1024,Strange answers to the psychopath test,Jon Ronson,['culture']," (Laughter) It was a man called Brian, who runs a crack team of Scientologists who are determined to destroy psychiatry wherever it lies They're called the CCHR And I said to him, ""Can you prove to me that psychiatry is a pseudo-science that can't be trusted?"" And he said, ""Yes, we can prove it to you"" And I said, ""How?"" And he said, ""We're going to introduce you to Tony"" And I said, ""Who's Tony?"" And he said, ""Tony's in Broadmoor"
1025,Strange answers to the psychopath test,Jon Ronson,['culture']," It used to be known as the Broadmoor Asylum for the Criminally Insane It's where they send the serial killers, and the people who can't help themselves And I said to Brian, ""Well, what did Tony do?"" And he said, ""Hardly anything He beat someone up or something, and he decided to fake madness to get out of a prison sentence But he faked it too well, and now he's stuck in Broadmoor and nobody will believe he's sane"
1026,Strange answers to the psychopath test,Jon Ronson,['culture'],""" So I got the train to Broadmoor I began to yawn uncontrollably around Kempton Park, which apparently is what dogs also do when anxious, they yawn uncontrollably And we got to Broadmoor And I got taken through gate after gate after gate after gate into the wellness center, which is where you get to meet the patients It looks like a giant Hampton Inn It's all peach and pine and calming colors"
1027,Strange answers to the psychopath test,Jon Ronson,['culture']," And the patients started drifting in And they were quite overweight and wearing sweatpants, and quite docile-looking And Brian the Scientologist whispered to me, ""They're medicated,"" which, to the Scientologists, is like the worst evil in the world, but I'm thinking it's probably a good idea (Laughter) And then Brian said, ""Here's Tony"" And a man was walking in And he wasn't overweight, he was in very good physical shape"
1028,Strange answers to the psychopath test,Jon Ronson,['culture']," And he had his arm outstretched like someone out of The Apprentice He looked like a man who wanted to wear an outfit that would convince me that he was very sane And he sat down And I said, ""So is it true that you faked your way in here?"" And he said, ""Yep Yep Absolutely I beat someone up when I was 17 And I was in prison awaiting trial, and my cellmate said to me, 'You know what you have to do? Fake madness"
1029,Strange answers to the psychopath test,Jon Ronson,['culture']," Nurses will bring you pizzas, you'll have your own PlayStation'"" I said, ""Well, how did you do it?"" He said, ""Well, I asked to see the prison psychiatrist And I'd just seen a film called 'Crash,' in which people get sexual pleasure from crashing cars into walls So I said to the psychiatrist, 'I get sexual pleasure from crashing cars into walls'"" And I said, ""What else?"" He said, ""Oh, yeah"
1030,Strange answers to the psychopath test,Jon Ronson,['culture'],""" I said, ""Where'd you get that from?"" He said, ""Oh, from a biography of Ted Bundy that they had at the prison library"" Anyway, he faked madness too well, he said And they didn't send him to some cushy hospital They sent him to Broadmoor And the minute he got there, said he took one look at the place, asked to see the psychiatrist, said, ""There's been a terrible misunderstanding I'm not mentally ill"
1031,Strange answers to the psychopath test,Jon Ronson,['culture']," I've been in Broadmoor for 12 years"" Tony said that it's a lot harder to convince people you're sane than it is to convince them you're crazy He said, ""I thought the best way to seem normal would be to talk to people normally about normal things like football or what's on TV I subscribe to New Scientist, and recently they had an article about how the US Army was training bumblebees to sniff out explosives"
1032,Strange answers to the psychopath test,Jon Ronson,['culture'],"S Army is training bumblebees to sniff out explosives?' When I read my medical notes, I saw they'd written: 'Believes bees can sniff out explosives'"" (Laughter) He said, ""You know, they're always looking out for nonverbal clues to my mental state But how do you sit in a sane way? How do you cross your legs in a sane way? It's just impossible"
